Student_ID,Gender,Age,Education_Level,Employment_Status,City,Device_Type,Internet_Connection_Quality,Course_ID,Course_Name,Category,Course_Level,Course_Duration_Days,Instructor_Rating,Login_Frequency,Average_Session_Duration_Min,Video_Completion_Rate,Discussion_Participation,Time_Spent_Hours,Days_Since_Last_Login,Notifications_Checked,Peer_Interaction_Score,Assignments_Submitted,Assignments_Missed,Quiz_Attempts,Quiz_Score_Avg,Project_Grade,Progress_Percentage,Rewatch_Count,Enrollment_Date,Payment_Mode,Fee_Paid,Discount_Used,Payment_Amount,App_Usage_Percentage,Reminder_Emails_Clicked,Support_Tickets_Raised,Satisfaction_Rating,Completed,Assignment_Submission_Rate
STU165821,Male,27,Master,Employed,Nagpur,Laptop,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,3,37.0,97.2,2,3.2,5,2,2.0,8,2,6,85.4,50.6,84.6,2,2024-02-11,Debit Card,1,0,6198.0,92.0,5,1,3.6,1,80.0
STU165822,Female,20,Bachelor,Employed,Surat,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,5,36.0,79.4,1,14.8,8,4,5.6,5,5,5,72.0,81.6,61.9,3,2024-05-06,UPI,1,0,4001.0,53.0,2,1,4.7,1,50.0
STU165823,Male,17,Diploma,Student,Nagpur,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,8,47.0,59.5,2,2.6,0,2,6.2,7,3,7,63.7,47.7,65.2,4,,UPI,1,0,3430.0,86.0,2,0,5.0,1,70.0
STU165824,Male,33,Bachelor,Employed,Hyderabad,Laptop,Medium,C108,Excel for Business,Business,Beginner,25,4.1,7,19.0,51.9,4,0.5,5,6,6.8,3,7,7,78.4,39.3,38.1,4,,Free,0,0,0.0,79.0,1,1,4.9,1,30.0
STU165825,Female,25,Master,Employed,Hyderabad,Mobile,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,5,34.0,60.2,2,5.1,18,6,5.9,5,5,4,100.0,60.8,54.1,5,,Debit Card,1,1,2949.0,70.0,4,0,4.9,1,50.0
STU165826,Female,24,Bachelor,Employed,Bengaluru,Mobile,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,7,39.0,55.7,0,2.6,4,4,7.3,3,6,4,83.0,72.1,41.1,0,2024-03-09,UPI,1,0,6041.0,100.0,4,1,4.8,0,33.33
STU165827,Female,27,Bachelor,Student,Pune,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,9,24.0,50.6,1,1.0,17,4,5.5,7,3,6,77.5,48.2,62.1,6,,NetBanking,1,0,5383.0,55.0,4,0,3.7,1,70.0
STU165828,Male,28,Bachelor,Unemployed,Jaipur,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,4,40.0,62.8,5,2.8,9,5,6.1,7,3,4,92.2,42.4,66.1,3,2025-08-06,UPI,1,0,4527.0,44.0,3,1,4.0,1,70.0
STU165829,Female,27,Master,Employed,Delhi,Laptop,Medium,C101,Python Basics,Programming,Beginner,45,4.6,5,47.0,76.9,5,0.5,0,6,8.3,6,4,3,89.5,66.9,66.3,3,,UPI,1,0,3971.0,63.0,4,0,2.9,1,60.0
STU165830,Male,25,Bachelor,Employed,Pune,Laptop,Medium,C101,Python Basics,Programming,Beginner,45,4.6,1,28.0,76.0,3,2.7,6,4,6.3,4,6,1,71.8,64.2,53.8,4,,NetBanking,1,0,4251.0,84.0,1,1,5.0,1,40.0
STU165831,Female,32,Bachelor,Employed,Mumbai,Laptop,High,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,4,41.0,78.0,1,0.5,13,4,7.2,4,6,2,61.7,72.6,54.9,5,2025-07-08,Debit Card,1,0,6908.0,42.0,1,0,4.6,0,40.0
STU165832,Female,37,Bachelor,Employed,Ahmedabad,Laptop,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,7,36.0,46.8,2,10.8,2,5,4.4,5,5,3,48.9,82.8,50.5,4,2023-04-12,UPI,1,0,3442.0,92.0,1,0,4.1,1,50.0
STU165833,Female,29,Bachelor,Student,Nagpur,Mobile,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,5,43.0,77.3,3,9.4,13,7,7.9,4,6,5,69.1,67.2,54.4,4,,UPI,1,0,3383.0,67.0,4,0,3.9,1,40.0
STU165834,Female,33,Master,Student,Hyderabad,Laptop,High,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,8,22.0,87.2,3,12.5,0,11,6.2,3,7,2,63.9,58.8,51.5,3,2024-08-07,Free,0,0,0.0,62.0,2,0,5.0,1,30.0
STU165835,Female,30,Master,Student,Hyderabad,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,5,41.0,74.4,3,9.1,10,6,6.5,6,4,6,58.3,74.8,65.8,3,,UPI,1,0,4587.0,100.0,0,0,4.3,0,60.0
STU165836,Male,25,Diploma,Employed,Chennai,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,3,41.0,88.6,8,0.5,12,2,3.8,3,7,2,67.7,60.4,52.0,2,,Credit Card,1,1,5198.0,84.0,2,0,5.0,1,30.0
STU165837,Female,32,Bachelor,Employed,Indore,Tablet,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,3,20.0,26.7,3,0.5,7,3,6.7,3,7,4,72.3,79.3,31.3,2,,Credit Card,1,1,3792.0,37.0,2,2,4.2,0,30.0
STU165838,Female,24,Bachelor,Employed,Ahmedabad,Laptop,High,C101,Python Basics,Programming,Beginner,45,4.6,10,37.0,85.2,5,9.5,22,2,4.6,4,6,3,52.3,92.9,58.5,1,2024-10-09,NetBanking,1,0,4612.0,29.0,1,0,3.4,1,40.0
STU165839,Male,21,Master,Student,Kolkata,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,6,36.0,60.8,3,1.4,6,3,10.0,1,9,10,69.9,51.0,29.8,2,,Credit Card,1,0,4472.0,69.0,1,0,4.1,0,10.0
STU165840,Male,34,Bachelor,Student,Bengaluru,Tablet,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,6,32.0,53.3,1,4.0,1,5,6.7,6,4,3,69.3,88.2,59.1,1,2024-12-08,Credit Card,1,1,5229.0,74.0,4,1,5.0,0,60.0
STU165841,Female,24,Bachelor,Employed,Surat,Mobile,High,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,6,5.0,63.1,2,0.5,9,5,8.5,3,6,1,56.8,82.1,44.2,3,,NetBanking,1,0,6406.0,78.0,1,1,5.0,1,33.33
STU165842,Female,30,Bachelor,Student,Surat,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,4,38.0,54.4,3,3.8,4,2,7.8,4,6,6,43.0,94.6,47.8,2,,Free,0,0,0.0,92.0,3,0,4.3,0,40.0
STU165843,Male,23,Bachelor,Student,Bhopal,Mobile,Low,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,4,23.0,60.6,3,0.7,11,5,7.7,5,5,2,46.0,78.1,55.1,3,2025-01-07,UPI,1,1,3225.0,90.0,4,0,3.3,1,50.0
STU165844,Male,32,Master,Employed,Delhi,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,5,51.0,71.5,2,0.5,8,5,6.4,7,3,2,85.5,68.2,70.4,1,,UPI,1,1,3670.0,82.0,2,1,4.4,1,70.0
STU165845,Male,29,PhD,Student,Pune,Tablet,High,C108,Excel for Business,Business,Beginner,25,4.1,4,22.0,74.5,3,1.2,6,10,8.0,7,3,6,70.8,85.0,72.3,4,,Free,0,0,0.0,93.0,2,1,4.3,1,70.0
STU165846,Male,17,Master,Unemployed,Surat,Laptop,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,8,43.0,50.1,6,4.3,20,1,7.1,7,3,4,100.0,61.1,62.6,0,,Free,0,0,0.0,73.0,3,2,3.8,1,70.0
STU165847,Female,21,Bachelor,Student,Jaipur,Laptop,Medium,C108,Excel for Business,Business,Beginner,25,4.1,6,41.0,74.9,2,2.9,0,16,6.5,8,2,3,71.6,100.0,79.2,0,2024-04-11,Scholarship,0,1,419.0,24.0,2,1,3.3,1,80.0
STU165848,Female,31,HighSchool,Employed,Mumbai,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,3,39.0,53.8,1,2.9,1,7,8.4,4,6,5,57.6,73.7,46.5,2,2025-05-07,Debit Card,1,0,6551.0,88.0,1,1,3.8,0,40.0
STU165849,Male,20,Bachelor,Student,Ahmedabad,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,6,38.0,87.8,4,7.5,5,6,7.5,3,7,9,85.6,82.8,52.9,5,,NetBanking,1,0,4184.0,70.0,6,0,3.9,0,30.0
STU165850,Female,25,Master,Employed,Kolkata,Mobile,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,6,32.0,58.4,2,1.9,5,4,7.3,5,5,3,75.9,59.9,53.4,5,,Scholarship,0,0,1594.0,82.0,3,0,3.5,0,50.0
STU165851,Female,17,Bachelor,Employed,Kolkata,Mobile,High,C108,Excel for Business,Business,Beginner,25,4.1,8,21.0,62.5,3,3.5,21,4,5.8,3,6,4,81.4,54.6,42.6,1,2025-01-08,Debit Card,1,0,3104.0,92.0,3,0,4.3,1,33.33
STU165852,Female,31,Bachelor,Student,Indore,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,3,41.0,66.0,5,5.7,1,6,7.2,6,4,1,77.4,90.6,63.6,3,,Credit Card,1,1,2818.0,55.0,7,1,4.5,1,60.0
STU165853,Female,17,Master,Employed,Jaipur,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,8,46.0,61.1,2,1.4,1,8,6.9,7,2,3,67.5,69.3,66.9,4,2024-07-12,Free,0,0,0.0,51.0,2,0,4.9,0,77.78
STU165854,Male,30,Bachelor,Employed,Jaipur,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,11,38.0,53.8,1,6.9,2,4,7.2,5,5,1,65.8,74.1,52.5,1,,Free,0,0,0.0,94.0,3,0,5.0,0,50.0
STU165855,Male,27,Bachelor,Student,Bengaluru,Mobile,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,5,34.0,76.1,2,0.5,16,4,5.9,3,7,2,74.0,82.0,48.7,2,,UPI,1,1,4844.0,70.0,1,0,2.5,1,30.0
STU165856,Female,30,Bachelor,Student,Vadodara,Laptop,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,8,21.0,87.0,1,4.2,5,2,5.8,5,5,7,65.1,69.7,63.9,1,,Free,0,0,0.0,75.0,3,1,3.4,1,50.0
STU165857,Female,34,Master,Student,Lucknow,Laptop,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,6,30.0,85.8,3,9.8,7,3,5.6,4,5,6,42.3,61.1,57.1,6,,Debit Card,1,0,5476.0,37.0,3,0,4.5,0,44.44
STU165858,Male,27,Bachelor,Student,Bengaluru,Mobile,Low,C101,Python Basics,Programming,Beginner,45,4.6,6,47.0,63.5,1,6.9,1,5,8.3,4,5,2,44.9,63.7,49.4,3,,UPI,1,0,4048.0,59.0,2,1,4.1,0,44.44
STU165859,Female,21,Master,Student,Chennai,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,7,33.0,62.9,4,8.9,4,9,6.9,6,4,2,85.3,54.5,60.8,6,2025-10-01,Credit Card,1,0,5792.0,65.0,4,1,4.6,1,60.0
STU165860,Male,29,Bachelor,Self-Employed,Delhi,Laptop,Medium,C108,Excel for Business,Business,Beginner,25,4.1,7,37.0,62.7,5,5.6,4,9,7.9,9,1,11,63.6,69.2,79.4,2,2024-12-12,Scholarship,0,0,1453.0,80.0,6,1,5.0,1,90.0
STU165861,Male,26,Bachelor,Employed,Jaipur,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,5,28.0,82.8,3,7.7,0,5,10.0,2,8,4,85.1,53.0,43.6,4,,UPI,1,1,3597.0,46.0,1,1,4.0,1,20.0
STU165862,Female,17,HighSchool,Employed,Bhopal,Mobile,Low,C108,Excel for Business,Business,Beginner,25,4.1,6,31.0,74.5,1,2.6,19,9,6.0,6,4,1,73.1,80.7,66.1,0,,UPI,1,0,2967.0,67.0,4,1,2.5,1,60.0
STU165863,Male,21,Bachelor,Employed,Lucknow,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,3,30.0,63.9,1,3.5,5,8,5.0,5,5,4,60.8,87.0,56.7,1,2025-08-07,UPI,1,1,3838.0,100.0,2,0,3.5,1,50.0
STU165864,Female,20,Bachelor,Student,Lucknow,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,2,31.0,57.3,1,1.2,13,3,5.6,5,5,6,77.4,70.8,53.6,1,,Free,0,0,0.0,64.0,1,2,3.6,1,50.0
STU165865,Female,27,Master,Employed,Indore,Mobile,Low,C103,Introduction to AI,Programming,Intermediate,75,4.5,5,50.0,34.8,0,2.2,4,2,6.2,4,6,6,52.0,85.9,40.5,2,,UPI,1,0,5911.0,56.0,1,0,4.8,0,40.0
STU165866,Female,23,Diploma,Student,Ahmedabad,Mobile,High,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,6,43.0,37.5,3,7.1,5,10,5.8,7,3,7,86.1,92.4,59.7,2,,Debit Card,1,0,4042.0,76.0,3,1,4.8,0,70.0
STU165867,Male,18,Bachelor,Student,Kolkata,Tablet,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,4,36.0,47.1,4,4.7,1,2,7.6,3,7,3,37.9,32.1,36.1,1,2025-10-05,UPI,1,0,6261.0,79.0,1,0,3.2,0,30.0
STU165868,Male,19,Master,Student,Mumbai,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,5,20.0,15.8,3,5.4,8,6,5.5,5,5,6,64.0,100.0,40.5,4,2025-07-07,UPI,1,1,3621.0,34.0,4,0,3.3,0,50.0
STU165869,Female,23,Bachelor,Self-Employed,Lucknow,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,3,32.0,59.5,2,0.5,1,7,6.3,4,6,3,99.1,63.9,48.0,6,,Free,0,0,0.0,80.0,1,2,3.5,0,40.0
STU165870,Female,21,Bachelor,Student,Kolkata,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,3,49.0,84.6,3,8.1,7,5,7.2,5,5,1,81.0,77.7,63.5,3,2024-04-11,UPI,1,0,4655.0,50.0,0,0,4.9,1,50.0
STU165871,Female,29,Bachelor,Student,Kolkata,Laptop,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,5,27.0,93.1,3,2.2,5,5,8.9,5,4,5,87.1,67.4,66.0,5,,UPI,1,0,5354.0,70.0,1,1,4.6,1,55.56
STU165872,Female,28,Bachelor,Employed,Vadodara,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,27.0,73.7,3,4.0,10,3,5.8,6,4,1,60.1,48.3,64.2,2,,Debit Card,1,0,4503.0,66.0,1,1,5.0,0,60.0
STU165873,Female,22,Bachelor,Student,Vadodara,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,3,39.0,84.3,0,1.9,11,5,7.5,7,3,1,86.3,85.7,75.8,8,2024-02-11,Credit Card,1,1,4236.0,90.0,3,0,4.5,1,70.0
STU165874,Male,29,Bachelor,Employed,Delhi,Laptop,High,C101,Python Basics,Programming,Beginner,45,4.6,6,36.0,50.9,1,7.6,0,7,5.8,6,4,0,66.5,96.4,58.6,2,,Debit Card,1,1,3795.0,72.0,3,1,3.6,0,60.0
STU165875,Female,27,Bachelor,Employed,Vadodara,Laptop,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,2,30.0,42.2,4,0.5,0,3,3.5,7,3,6,77.2,29.5,58.2,1,,Credit Card,1,0,5368.0,62.0,2,0,4.0,0,70.0
STU165876,Female,43,Master,Student,Kolkata,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,3,30.0,34.6,1,3.2,0,4,2.8,3,6,2,80.1,44.5,32.3,2,,UPI,1,0,6700.0,75.0,1,2,5.0,0,33.33
STU165877,Female,23,Bachelor,Employed,Surat,Mobile,High,C108,Excel for Business,Business,Beginner,25,4.1,4,29.0,39.2,2,0.5,4,13,6.6,5,5,5,86.1,64.9,47.0,1,,Debit Card,1,1,2849.0,77.0,1,1,5.0,1,50.0
STU165878,Female,35,Master,Employed,Surat,Laptop,Low,C107,Statistics for Data Science,Math,Intermediate,50,4.2,2,5.0,55.1,4,0.5,2,1,3.7,5,5,2,69.6,22.6,50.4,1,,UPI,1,0,4313.0,24.0,3,3,3.3,0,50.0
STU165879,Male,17,Bachelor,Employed,Vadodara,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,33.0,38.0,3,0.5,5,8,6.9,4,6,3,74.5,92.2,41.9,0,,Debit Card,1,1,4499.0,50.0,5,2,2.5,0,40.0
STU165880,Female,21,Bachelor,Student,Nagpur,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,6,27.0,87.0,2,2.7,2,5,8.3,6,4,4,66.7,77.9,70.3,2,2024-06-05,UPI,1,0,5257.0,48.0,5,0,4.5,1,60.0
STU165881,Male,17,Bachelor,Employed,Lucknow,Laptop,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,6,25.0,73.3,3,0.5,12,4,6.6,5,5,6,69.2,55.3,58.4,2,,Scholarship,0,1,911.0,22.0,2,1,5.0,0,50.0
STU165882,Female,30,Diploma,Student,Hyderabad,Laptop,Medium,C101,Python Basics,Programming,Beginner,45,4.6,5,46.0,69.9,1,7.6,0,6,3.3,3,7,3,81.2,56.0,45.3,2,,NetBanking,1,1,3360.0,84.0,2,1,3.0,1,30.0
STU165883,Male,27,HighSchool,Employed,Chennai,Mobile,Low,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,6,37.0,62.3,4,6.5,9,5,6.0,4,5,2,65.6,73.9,49.5,1,,Free,0,0,0.0,89.0,3,2,4.1,0,44.44
STU165884,Female,24,Bachelor,Employed,Delhi,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,3,33.0,64.3,4,11.3,5,7,2.8,4,6,3,64.2,71.0,50.1,2,,Debit Card,1,0,5479.0,55.0,4,1,4.9,0,40.0
STU165885,Male,27,Master,Employed,Surat,Laptop,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,5,20.0,73.0,3,3.9,0,2,8.1,4,6,5,61.8,62.9,52.7,0,,Free,0,0,0.0,65.0,1,0,4.6,0,40.0
STU165886,Male,27,Bachelor,Self-Employed,Bengaluru,Tablet,High,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,5,37.0,60.7,5,2.1,9,7,6.3,8,2,9,83.8,34.5,71.0,2,2025-03-05,UPI,1,1,3676.0,78.0,2,2,3.7,1,80.0
STU165887,Female,36,Master,Student,Kolkata,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,3,35.0,44.9,6,0.5,0,6,10.0,7,3,8,79.6,68.4,61.1,3,2024-06-04,Credit Card,1,0,4517.0,81.0,3,3,3.1,1,70.0
STU165888,Male,29,Bachelor,Student,Ahmedabad,Laptop,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,19.0,82.1,3,8.8,22,4,4.2,6,4,1,76.2,100.0,69.7,3,2025-03-02,NetBanking,1,0,4955.0,38.0,4,0,3.4,1,60.0
STU165889,Male,30,PhD,Student,Indore,Laptop,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,17.0,53.4,4,0.5,0,2,3.3,4,6,5,60.1,58.0,45.6,3,,NetBanking,1,0,4897.0,67.0,4,1,4.6,1,40.0
STU165890,Female,19,Diploma,Employed,Hyderabad,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,7,36.0,58.6,2,2.6,6,7,5.2,5,5,3,64.4,73.8,54.2,2,2024-07-08,Credit Card,1,0,4295.0,95.0,3,4,5.0,0,50.0
STU165891,Female,32,Bachelor,Student,Surat,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,3,33.0,53.9,1,6.2,5,4,5.4,2,7,6,70.0,81.0,34.9,0,,Free,0,1,0.0,41.0,0,1,3.2,0,22.22
STU165892,Male,29,Bachelor,Employed,Chennai,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,5,46.0,29.2,5,7.4,6,4,5.8,8,1,9,70.2,74.5,62.0,4,2025-12-05,Free,0,1,0.0,75.0,4,0,3.0,0,88.89
STU165893,Male,24,Bachelor,Employed,Indore,Tablet,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,6,43.0,53.8,2,1.8,4,2,5.1,6,4,3,67.3,88.4,59.3,2,2024-11-06,Free,0,0,0.0,98.0,0,1,4.1,0,60.0
STU165894,Male,24,Bachelor,Employed,Ahmedabad,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,46.0,33.1,2,9.9,1,10,6.3,6,4,2,57.2,69.6,51.1,1,,UPI,1,0,4971.0,56.0,0,1,5.0,0,60.0
STU165895,Female,37,Bachelor,Student,Bengaluru,Mobile,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,8,35.0,79.0,0,13.1,1,7,4.8,5,5,5,95.6,86.2,61.9,1,2025-12-07,Debit Card,1,0,3840.0,68.0,3,1,4.1,1,50.0
STU165896,Female,17,Master,Student,Delhi,Laptop,Medium,C108,Excel for Business,Business,Beginner,25,4.1,5,19.0,77.6,1,0.5,15,4,4.7,6,4,7,60.9,86.7,67.5,3,,UPI,1,0,3063.0,54.0,1,0,3.9,1,60.0
STU165897,Other,32,Bachelor,Student,Surat,Tablet,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,7,26.0,67.3,4,3.5,15,10,8.1,8,2,4,89.3,79.4,75.5,0,2025-06-08,Scholarship,0,0,1477.0,75.0,1,0,3.2,1,80.0
STU165898,Female,28,Bachelor,Student,Kolkata,Mobile,High,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,4,32.0,52.8,2,2.5,4,3,5.9,7,3,7,84.9,85.6,64.8,2,,Debit Card,1,0,4286.0,64.0,1,2,3.3,1,70.0
STU165899,Male,22,Master,Student,Hyderabad,Mobile,Low,C103,Introduction to AI,Programming,Intermediate,75,4.5,5,27.0,60.2,2,8.0,0,1,6.6,4,6,6,50.6,66.1,48.4,2,,UPI,1,0,6198.0,92.0,1,0,4.5,1,40.0
STU165900,Female,31,Bachelor,Student,Ahmedabad,Laptop,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,26.0,51.2,2,9.2,6,6,7.9,5,5,5,71.9,75.8,51.7,6,2025-12-01,NetBanking,1,0,5489.0,62.0,1,0,5.0,1,50.0
STU165901,Female,20,Bachelor,Student,Lucknow,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,4,24.0,87.5,4,7.5,12,8,8.0,6,4,2,73.6,100.0,71.6,2,2024-09-05,UPI,1,0,2936.0,77.0,2,3,4.3,0,60.0
STU165902,Male,31,Master,Student,Kolkata,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,4,24.0,59.2,3,9.3,2,7,7.1,6,4,7,67.4,78.2,60.6,3,,UPI,1,1,3610.0,100.0,3,1,4.3,0,60.0
STU165903,Female,30,Bachelor,Employed,Jaipur,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,36.0,65.9,3,0.5,1,5,3.0,4,6,4,75.6,32.1,48.7,3,,Free,0,0,0.0,40.0,1,0,4.2,1,40.0
STU165904,Female,18,Bachelor,Student,Mumbai,Laptop,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,5,45.0,92.2,3,10.2,18,8,7.1,7,3,3,86.1,64.0,77.5,2,,UPI,1,0,6062.0,77.0,3,0,5.0,0,70.0
STU165905,Female,32,Diploma,Student,Jaipur,Laptop,Medium,C101,Python Basics,Programming,Beginner,45,4.6,7,27.0,81.2,3,7.7,0,7,7.7,6,4,3,79.1,100.0,69.4,4,2023-02-11,UPI,1,0,4108.0,60.0,3,2,4.8,1,60.0
STU165906,Male,24,Bachelor,Employed,Bengaluru,Laptop,High,C108,Excel for Business,Business,Beginner,25,4.1,7,22.0,76.4,2,3.1,9,9,9.0,8,2,5,78.5,73.6,78.4,4,2025-12-08,Free,0,1,0.0,48.0,3,0,4.5,1,80.0
STU165907,Female,21,Diploma,Employed,Vadodara,Tablet,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,1,18.0,74.1,2,8.3,2,6,2.6,4,6,3,63.7,82.5,54.1,3,2024-12-03,Credit Card,1,0,6201.0,37.0,1,2,5.0,1,40.0
STU165908,Female,32,Bachelor,Employed,Lucknow,Laptop,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,4,29.0,78.4,3,0.5,0,7,2.6,3,7,2,85.5,69.8,48.9,2,2025-10-06,Credit Card,1,0,4548.0,32.0,2,2,5.0,0,30.0
STU165909,Female,26,Bachelor,Employed,Indore,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,5,54.0,61.9,3,2.3,26,5,6.7,5,5,3,59.6,39.1,53.6,3,,NetBanking,1,1,3932.0,73.0,1,1,3.6,1,50.0
STU165910,Male,20,Bachelor,Student,Pune,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,1,11.0,72.0,2,3.0,2,9,6.8,4,6,5,76.0,42.4,51.3,1,2024-12-10,Free,0,0,0.0,78.0,2,1,3.6,1,40.0
STU165911,Female,28,Bachelor,Employed,Bengaluru,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,3,33.0,75.2,2,6.5,5,6,6.2,4,6,3,51.7,58.6,53.2,2,2024-04-04,UPI,1,0,3293.0,68.0,1,2,4.1,0,40.0
STU165912,Female,28,Bachelor,Employed,Mumbai,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,6,40.0,29.4,1,5.5,1,5,9.9,4,6,4,56.7,81.3,38.4,3,2024-05-03,Free,0,1,0.0,92.0,3,2,3.7,0,40.0
STU165913,Male,33,Master,Employed,Bhopal,Laptop,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,5,24.0,73.1,2,6.8,28,4,8.8,6,4,5,80.1,98.0,66.5,2,,UPI,1,0,4337.0,77.0,5,0,2.6,1,60.0
STU165914,Female,25,Master,Employed,Bhopal,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,39.0,60.4,4,4.4,2,4,5.8,7,3,4,63.6,68.3,66.6,2,,Credit Card,1,0,4595.0,80.0,3,0,5.0,1,70.0
STU165915,Female,27,HighSchool,Self-Employed,Jaipur,Laptop,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,25.0,75.7,1,13.3,0,1,4.1,6,4,6,65.1,62.7,65.6,2,,NetBanking,1,0,5281.0,48.0,2,0,3.7,1,60.0
STU165916,Female,19,Bachelor,Student,Jaipur,Laptop,Medium,C101,Python Basics,Programming,Beginner,45,4.6,5,31.0,55.4,1,0.5,4,5,7.3,6,4,5,60.2,75.4,59.2,1,,Credit Card,1,0,4115.0,37.0,4,0,3.6,0,60.0
STU165917,Male,29,Bachelor,Student,Jaipur,Laptop,Medium,C108,Excel for Business,Business,Beginner,25,4.1,3,47.0,89.3,1,0.5,3,5,6.4,5,5,5,61.6,48.1,63.7,4,,Scholarship,0,0,265.0,70.0,1,1,5.0,1,50.0
STU165918,Male,26,HighSchool,Employed,Delhi,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,3,39.0,63.5,4,0.5,7,4,6.4,5,5,4,68.6,80.5,56.3,3,,UPI,1,1,3019.0,64.0,1,1,5.0,0,50.0
